[Measurement conditions]
Sample identification,
Comment - 1,"Configuration=Chi-Phi-Z stage 240 mm (reflection), Owner=User-1, Creation date=10/23/2015 4:48:55 PM"
Comment - 2,"Goniometer=Theta/Theta; Minimum step size 2Theta:0.0001; Minimum step size Omega:0.0001"
Comment - 3,"Sample stage=Chi-Phi-z stage 240 mm (reflection); Minimum step size Phi:0.01; Minimum step size Chi:0.01; Minimum step size Z:0.001"
Comment - 4,"Diffractometer system=EMPYREAN"
Comment - 5,"Measurement program=C:\PANalytical\Data Collector\Programs\Yuki-Relative_omega-scan.xrdmp, Identifier={714DD9F1-97E5-4756-BC72-863CC68FA22F}"
Comment - 6,"Fine Calibration Offset for 2Theta = 0.0058 deg"
Comment - 7,"Fine Calibration Offset for Omega = 0.2410 deg"
Anode material,Cu
K-Alpha1 wavelength,1.5405980
K-Alpha2 wavelength,1.5444260
Ratio K-Alpha2/K-Alpha1,0.000
Monochromator used,YES
Generator voltage, 40
Tube current, 20
File date and time,21/Oct/2023 10:09
Unit cell,
h k l, 0 0 0
Scan axis,Omega
Scan range,22.764500,23.114000
Scan step size,0.0005000
No. of points, 699
Scan type,CONTINUOUS
2Theta,45.8784
Phi,0.00
Psi,0.00
Z,8.431
Time per step,0.088
[Scan points]
Angle, TimePerStep, Intensity
23.012750, 0.088, 0.0
23.013250, 0.088, 0.0
23.013750, 0.088, 0.0
23.014250, 0.088, 0.0
23.014750, 0.088, 2.0
23.015250, 0.088, 1.0
23.015750, 0.088, 0.0
23.016250, 0.088, 0.0
23.016750, 0.088, 1.0
23.017250, 0.088, 0.0
23.017750, 0.088, 0.0
23.018250, 0.088, 0.0
23.018750, 0.088, 0.0
23.019250, 0.088, 0.0
23.019750, 0.088, 0.0
23.020250, 0.088, 1.0
23.020750, 0.088, 1.0
23.021250, 0.088, 1.0
23.021750, 0.088, 0.0
23.022250, 0.088, 0.0
23.022750, 0.088, 0.0
23.023250, 0.088, 0.0
23.023750, 0.088, 0.0
23.024250, 0.088, 0.0
23.024750, 0.088, 0.0
23.025250, 0.088, 0.0
23.025750, 0.088, 0.0
23.026250, 0.088, 0.0
23.026750, 0.088, 0.0
23.027250, 0.088, 0.0
23.027750, 0.088, 0.0
23.028250, 0.088, 0.0
23.028750, 0.088, 1.0
23.029250, 0.088, 0.0
23.029750, 0.088, 0.0
23.030250, 0.088, 0.0
23.030750, 0.088, 0.0
23.031250, 0.088, 0.0
23.031750, 0.088, 0.0
23.032250, 0.088, 0.0
23.032750, 0.088, 0.0
23.033250, 0.088, 0.0
23.033750, 0.088, 0.0
23.034250, 0.088, 0.0
23.034750, 0.088, 0.0
23.035250, 0.088, 0.0
23.035750, 0.088, 0.0
23.036250, 0.088, 0.0
23.036750, 0.088, 1.0
23.037250, 0.088, 0.0
23.037750, 0.088, 0.0
23.038250, 0.088, 0.0
23.038750, 0.088, 0.0
23.039250, 0.088, 1.0
23.039750, 0.088, 0.0
23.040250, 0.088, 0.0
23.040750, 0.088, 0.0
23.041250, 0.088, 0.0
23.041750, 0.088, 0.0
23.042250, 0.088, 1.0
23.042750, 0.088, 0.0
23.043250, 0.088, 0.0
23.043750, 0.088, 0.0
23.044250, 0.088, 0.0
23.044750, 0.088, 0.0
23.045250, 0.088, 0.0
23.045750, 0.088, 0.0
23.046250, 0.088, 1.0
23.046750, 0.088, 0.0
23.047250, 0.088, 0.0
23.047750, 0.088, 0.0
23.048250, 0.088, 0.0
23.048750, 0.088, 0.0
23.049250, 0.088, 0.0
23.049750, 0.088, 0.0
